old_fqn,new_fqn,reason
presenter::tests::current_surface_id_is_none_after_hide,presenter::read_accessor_tests::current_surface_id_is_none_after_hide,theme_split
presenter::tests::current_surface_id_is_none_before_first_show,presenter::read_accessor_tests::current_surface_id_is_none_before_first_show,theme_split
presenter::tests::current_surface_id_unchanged_by_invalidate_cache,presenter::read_accessor_tests::current_surface_id_unchanged_by_invalidate_cache,theme_split
presenter::tests::display_success_emits_d10_observation_log_at_info,presenter::refresh_and_log_tests::display_success_emits_d10_observation_log_at_info,theme_split
presenter::tests::dpi_change_reports_new_physical_size_to_caller,presenter::resize_report_tests::dpi_change_reports_new_physical_size_to_caller,theme_split
presenter::tests::empty_composition_degrades_to_hidden_and_replies_ok,presenter::display_tests::empty_composition_degrades_to_hidden_and_replies_ok,theme_split
presenter::tests::failed_show_reports_no_resize_and_keeps_previous_values,presenter::resize_report_tests::failed_show_reports_no_resize_and_keeps_previous_values,theme_split
presenter::tests::first_show_reports_physical_size_for_initial_reconcile,presenter::resize_report_tests::first_show_reports_physical_size_for_initial_reconcile,theme_split
presenter::tests::golden_match_read_back_equals_direct_compose,presenter::display_tests::golden_match_read_back_equals_direct_compose,theme_split
presenter::tests::hide_then_reshow_recovers_display_from_cache,presenter::display_tests::hide_then_reshow_recovers_display_from_cache,theme_split
presenter::tests::invalid_surface_id_replies_err_and_leaves_display_unchanged,presenter::display_tests::invalid_surface_id_replies_err_and_leaves_display_unchanged,theme_split
presenter::tests::invalid_surface_skips_and_leaves_display_and_mask_unchanged,presenter::display_tests::invalid_surface_skips_and_leaves_display_and_mask_unchanged,theme_split
presenter::tests::native_size_recovers_when_failed_show_is_followed_by_cache_hit,presenter::dpi_scale_tests::native_size_recovers_when_failed_show_is_followed_by_cache_hit,theme_split
presenter::tests::native_size_tracks_displayed_surface_across_size_changing_switch,presenter::dpi_scale_tests::native_size_tracks_displayed_surface_across_size_changing_switch,theme_split
presenter::tests::refresh_scale_after_dpi_change_reapplies_new_k,presenter::refresh_and_log_tests::refresh_scale_after_dpi_change_reapplies_new_k,theme_split
presenter::tests::refresh_scale_does_not_fabricate_dpi_when_component_is_absent,presenter::refresh_and_log_tests::refresh_scale_does_not_fabricate_dpi_when_component_is_absent,theme_split
presenter::tests::refresh_scale_does_not_resurrect_hidden_target,presenter::refresh_and_log_tests::refresh_scale_does_not_resurrect_hidden_target,theme_split
presenter::tests::refresh_scale_failure_keeps_previous_display_and_k,presenter::refresh_and_log_tests::refresh_scale_failure_keeps_previous_display_and_k,theme_split
presenter::tests::refresh_scale_shrinks_display_mask_and_bounds_to_smaller_k,presenter::fractional_scale_tests::refresh_scale_shrinks_display_mask_and_bounds_to_smaller_k,theme_split
presenter::tests::refresh_scale_without_dpi_change_does_nothing,presenter::refresh_and_log_tests::refresh_scale_without_dpi_change_does_nothing,theme_split
presenter::tests::refresh_scale_without_last_show_input_does_nothing,presenter::refresh_and_log_tests::refresh_scale_without_last_show_input_does_nothing,theme_split
presenter::tests::reshow_same_size_different_face_keeps_text_slot_stable,presenter::compose_input_tests::reshow_same_size_different_face_keeps_text_slot_stable,theme_split
presenter::tests::same_scale_hits_cache_and_window_dpi_change_misses_and_resamples,presenter::dpi_scale_tests::same_scale_hits_cache_and_window_dpi_change_misses_and_resamples,theme_split
presenter::tests::show_surface_pattern_flows_through_to_compose_and_cache,presenter::compose_input_tests::show_surface_pattern_flows_through_to_compose_and_cache,theme_split
presenter::tests::show_surface_scales_display_mask_and_bounds_at_k_five_quarters,presenter::fractional_scale_tests::show_surface_scales_display_mask_and_bounds_at_k_five_quarters,theme_split
presenter::tests::show_surface_scales_display_to_scaled_extent_at_k2,presenter::dpi_scale_tests::show_surface_scales_display_to_scaled_extent_at_k2,theme_split
presenter::tests::show_surface_scales_layered_bind_and_pattern_content_with_single_k,presenter::fractional_scale_tests::show_surface_scales_layered_bind_and_pattern_content_with_single_k,theme_split
presenter::tests::show_surface_without_dpi_component_degrades_to_identity,presenter::dpi_scale_tests::show_surface_without_dpi_component_degrades_to_identity,theme_split
presenter::tests::target_physical_size_equals_native_at_identity_scale,presenter::dpi_scale_tests::target_physical_size_equals_native_at_identity_scale,theme_split
presenter::tests::target_physical_size_uses_rounding_authority_and_matches_view_and_chain,presenter::dpi_scale_tests::target_physical_size_uses_rounding_authority_and_matches_view_and_chain,theme_split
presenter::tests::text_slot_view_is_none_before_display_established,presenter::display_tests::text_slot_view_is_none_before_display_established,theme_split
presenter::tests::text_slot_view_physical_size_equals_native_at_identity_scale,presenter::dpi_scale_tests::text_slot_view_physical_size_equals_native_at_identity_scale,theme_split
presenter::tests::text_slot_view_physical_size_uses_rounding_authority_not_f32_scale,presenter::dpi_scale_tests::text_slot_view_physical_size_uses_rounding_authority_not_f32_scale,theme_split
presenter::tests::text_slot_view_reports_applied_scale_and_native_surface_size,presenter::dpi_scale_tests::text_slot_view_reports_applied_scale_and_native_surface_size,theme_split
presenter::tests::text_slot_view_returns_slot_window_size_scale_after_display,presenter::display_tests::text_slot_view_returns_slot_window_size_scale_after_display,theme_split
presenter::tests::unchanged_physical_size_reports_nothing,presenter::resize_report_tests::unchanged_physical_size_reports_nothing,theme_split
presenter::tests::unregistered_target_returns_none_for_both_accessors,presenter::read_accessor_tests::unregistered_target_returns_none_for_both_accessors,theme_split
presenter::tests::unshown_and_unregistered_targets_degrade_to_none_with_scaled_surface_point,presenter::read_accessor_tests::unshown_and_unregistered_targets_degrade_to_none_with_scaled_surface_point,theme_split
presenter::tests::visible_surface_hit_uses_applied_scale_at_k2,presenter::read_accessor_tests::visible_surface_hit_uses_applied_scale_at_k2,theme_split
