old_fqn,new_fqn,reason
state::tests::glyph_unit_is_rust_char,state::cue_apply_tests::glyph_unit_is_rust_char,theme_split
state::tests::glyphs_never_visible_before_chunk_start,state::reveal_tests::glyphs_never_visible_before_chunk_start,theme_split
state::tests::later_cues_apply_immediately_without_overwrite_guard,state::cue_apply_tests::later_cues_apply_immediately_without_overwrite_guard,theme_split
state::tests::line_break_takes_no_reveal_slot,state::reveal_tests::line_break_takes_no_reveal_slot,theme_split
state::tests::multiple_choice_cues_have_monotonic_ordinal_and_disjoint_ranges,state::cue_apply_tests::multiple_choice_cues_have_monotonic_ordinal_and_disjoint_ranges,theme_split
state::tests::newline_cue_appends_line_break_marker_with_ratio,state::cue_apply_tests::newline_cue_appends_line_break_marker_with_ratio,theme_split
state::tests::non_balloon_commands_do_not_disturb_state,state::cue_apply_tests::non_balloon_commands_do_not_disturb_state,theme_split
state::tests::non_relevant_cue_adds_no_local_delay_to_following_text_reveal,state::reveal_tests::non_relevant_cue_adds_no_local_delay_to_following_text_reveal,theme_split
state::tests::parse_at_prefix_bare_is_relative_px,state::cursor_coord_parse_tests::parse_at_prefix_bare_is_relative_px,theme_split
state::tests::parse_at_prefix_em_is_relative_em,state::cursor_coord_parse_tests::parse_at_prefix_em_is_relative_em,theme_split
state::tests::parse_at_prefix_lh_is_relative_lh,state::cursor_coord_parse_tests::parse_at_prefix_lh_is_relative_lh,theme_split
state::tests::parse_at_prefix_negative_is_relative_px_preserving_sign,state::cursor_coord_parse_tests::parse_at_prefix_negative_is_relative_px_preserving_sign,theme_split
state::tests::parse_at_prefix_percent_is_relative_percent,state::cursor_coord_parse_tests::parse_at_prefix_percent_is_relative_percent,theme_split
state::tests::parse_at_prefixed_non_numeric_is_invalid,state::cursor_coord_parse_tests::parse_at_prefixed_non_numeric_is_invalid,theme_split
state::tests::parse_bare_number_is_absolute_px,state::cursor_coord_parse_tests::parse_bare_number_is_absolute_px,theme_split
state::tests::parse_bare_unit_without_number_is_invalid,state::cursor_coord_parse_tests::parse_bare_unit_without_number_is_invalid,theme_split
state::tests::parse_decimal_bare_number_is_absolute_px,state::cursor_coord_parse_tests::parse_decimal_bare_number_is_absolute_px,theme_split
state::tests::parse_em_suffix_is_absolute_em,state::cursor_coord_parse_tests::parse_em_suffix_is_absolute_em,theme_split
state::tests::parse_empty_is_omitted,state::cursor_coord_parse_tests::parse_empty_is_omitted,theme_split
state::tests::parse_is_total_over_arbitrary_strings,state::cursor_coord_parse_tests::parse_is_total_over_arbitrary_strings,theme_split
state::tests::parse_lh_suffix_is_absolute_lh,state::cursor_coord_parse_tests::parse_lh_suffix_is_absolute_lh,theme_split
state::tests::parse_lone_at_is_invalid,state::cursor_coord_parse_tests::parse_lone_at_is_invalid,theme_split
state::tests::parse_negative_bare_number_is_absolute_px_preserving_sign,state::cursor_coord_parse_tests::parse_negative_bare_number_is_absolute_px_preserving_sign,theme_split
state::tests::parse_non_finite_is_invalid,state::cursor_coord_parse_tests::parse_non_finite_is_invalid,theme_split
state::tests::parse_non_numeric_is_invalid,state::cursor_coord_parse_tests::parse_non_numeric_is_invalid,theme_split
state::tests::parse_percent_suffix_is_absolute_percent,state::cursor_coord_parse_tests::parse_percent_suffix_is_absolute_percent,theme_split
state::tests::parse_trailing_garbage_is_invalid,state::cursor_coord_parse_tests::parse_trailing_garbage_is_invalid,theme_split
state::tests::repeated_nonempty_choice_cues_do_not_warn,state::cue_apply_tests::repeated_nonempty_choice_cues_do_not_warn,theme_split
state::tests::reveal_cursor_chases_tail_when_next_chunk_start_is_earlier,state::reveal_tests::reveal_cursor_chases_tail_when_next_chunk_start_is_earlier,theme_split
state::tests::reveal_times_are_monotonic_non_decreasing,state::reveal_tests::reveal_times_are_monotonic_non_decreasing,theme_split
state::tests::reveal_times_follow_duration_derived_interval_from_chunk_start,state::reveal_tests::reveal_times_follow_duration_derived_interval_from_chunk_start,theme_split
state::tests::same_cue_sequence_yields_identical_state,state::cue_apply_tests::same_cue_sequence_yields_identical_state,theme_split
state::tests::same_cues_and_times_yield_identical_visible_counts,state::reveal_tests::same_cues_and_times_yield_identical_visible_counts,theme_split
state::tests::text_append_during_reveal_applies_immediately,state::reveal_tests::text_append_during_reveal_applies_immediately,theme_split
state::tests::text_cue_appends_glyphs_in_order,state::cue_apply_tests::text_cue_appends_glyphs_in_order,theme_split
state::tests::unknown_actor_state_lazily_created_and_accumulates,state::cue_apply_tests::unknown_actor_state_lazily_created_and_accumulates,theme_split
state::tests::visible_glyphs_are_independent_per_actor,state::reveal_tests::visible_glyphs_are_independent_per_actor,theme_split
state::tests::visible_glyphs_of_unknown_actor_is_zero,state::reveal_tests::visible_glyphs_of_unknown_actor_is_zero,theme_split
state::tests::visible_glyphs_progress_one_by_one_with_injected_time,state::reveal_tests::visible_glyphs_progress_one_by_one_with_injected_time,theme_split
state::tests::visible_glyphs_progress_with_duration_derived_interval,state::reveal_tests::visible_glyphs_progress_with_duration_derived_interval,theme_split
state::tests::wait_cue_leaves_text_state_untouched,state::cue_apply_tests::wait_cue_leaves_text_state_untouched,theme_split
state::tests::zero_duration_reveals_all_glyphs_simultaneously_at_cue_at,state::reveal_tests::zero_duration_reveals_all_glyphs_simultaneously_at_cue_at,theme_split
